COUNTRY,flows,short,ISO Code
LAOS,"{'8': -284.0, '11': -11912.0, '12': -134.0, '16': -86447.0, '19': -1136.0, '24': 0.0, '28': -5.0, '30': 0.0, '33': -278.0, '35': -15587.0, '37': 0, '48': -4.0, '53': -1.0, '54': -35.0, '56': -71.0, '71': -56.0, '72': -48760.0, '73': -955.0, '78': -3986.0, '81': -40.0, '92': -104.0, '93': 0.0, '98': -37.0, '101': -251.0, '110': 48731.0, '116': -40.0, '117': -3.0, '118': -51.0, '133': 0.0, '142': -220.0, '143': -625.0, '151': -130.0, '160': -304.0, '166': -2.0, '167': -120.0, '186': -5.0, '187': -2.0, '190': -34.0, '192': -251.0, '196': -509.0, '197': -1013.0, '201': -941309.0, '215': -741.0, '216': -173275.0, '223': -7334.0}",LAOS,LA
LATVIA,"{'8': -125.0, '11': -5072.0, '12': -1708.0, '18': -10332.0, '19': -1854.0, '24': 0.0, '28': -179.0, '30': -218.0, '35': -6330.0, '37': 0, '48': -1.0, '50': -23.0, '53': -161.0, '54': -679.0, '56': -5301.0, '65': -6029.0, '71': -2436.0, '72': -3470.0, '77': -205.0, '78': -38760.0, '81': -357.0, '87': -20.0, '92': -194.0, '93': -1922.0, '98': -25371.0, '100': -3815.0, '101': -3688.0, '105': -1170.0, '109': -877.0, '111': 239422.0, '116': -7.0, '117': -5722.0, '118': -657.0, '124': -229.0, '129': -38.0, '142': -5021.0, '151': -10589.0, '161': -2043.0, '162': -234.0, '166': -326.0, '167': -89338.0, '186': -199.0, '187': -64.0, '190': -503.0, '192': -5381.0, '196': -8434.0, '197': -2541.0, '208': -86.0, '213': -19821.0, '215': -86007.0, '216': -22342.0, '222': -131.0}",LATVIA,LV
LEBANON,"{'2': -1199.0, '7': -56.0, '8': -797.0, '9': -848.0, '11': -101508.0, '12': -1942.0, '15': -4413.0, '18': -63.0, '19': -8301.0, '20': -60.0, '24': -40.0, '25': 0.0, '28': -15664.0, '30': -1026.0, '35': -95568.0, '37': -1148, '46': -1158.0, '48': -105.0, '50': -60.0, '51': -9.0, '52': -293.0, '53': -2736.0, '54': -433.0, '56': -13092.0, '58': -33.0, '59': -154.0, '60': -463.0, '61': -3197.0, '65': -41.0, '71': -731.0, '72': -53953.0, '75': -2511.0, '77': -8.0, '78': -88243.0, '79': -1155.0, '81': -2092.0, '84': -231.0, '86': -25.0, '87': -148.0, '92': -521.0, '93': -50.0, '97': -1536.0, '98': -151.0, '100': -6051.0, '101': -7685.0, '104': -1849.0, '108': -12512.0, '111': -39.0, '112': 1712762.0, '114': -771.0, '115': -11812.0, '117': -14.0, '118': -341.0, '122': -9.0, '124': -191.0, '126': -128.0, '129': -576.0, '136': -1455.0, '139': -47.0, '142': -4593.0, '151': -2784.0, '155': -2213.0, '156': -632.0, '159': -131.0, '160': -142.0, '161': -501.0, '162': -246.0, '163': -7.0, '164': -8425.0, '166': -662.0, '167': -966.0, '172': 0.0, '179': -153988.0, '180': -1140.0, '181': -44.0, '183': -586.0, '186': -157.0, '187': -26.0, '190': -1114.0, '192': -4508.0, '193': -741.0, '196': -28836.0, '197': -7120.0, '208': -1554.0, '213': -1792.0, '214': -41913.0, '215': -17333.0, '216': -119145.0, '222': -7056.0}",LEBANON,LB
LESOTHO,"{'11': -160.0, '12': -6.0, '19': -15.0, '24': 0.0, '27': -277.0, '35': -111.0, '37': 0, '54': 0.0, '56': -47.0, '66': -223.0, '72': -52.0, '81': 0.0, '87': -29.0, '92': -1.0, '98': -42.0, '101': -30.0, '113': 12060.0, '137': -7842.0, '139': -131.0, '142': -157.0, '151': -9.0, '186': -3.0, '190': -192008.0, '196': -69.0, '197': -88.0, '200': -132.0, '215': -732.0}",LESOTHO,LS
LIBERIA,"{'11': -3973.0, '12': -240.0, '19': -983.0, '24': -2.0, '28': -43.0, '30': -6.0, '34': -4956.0, '35': -2664.0, '37': 0, '54': -12.0, '56': -163.0, '61': -47.0, '66': -44.0, '71': -114.0, '72': -896.0, '76': -1082.0, '78': -2183.0, '79': -34940.0, '81': -30.0, '87': -2655.0, '88': -634.0, '92': -21.0, '93': -6.0, '98': -120.0, '101': -1725.0, '114': 87947.0, '117': -5.0, '118': -39.0, '123': -1312.0, '142': -1751.0, '147': -22009.0, '151': -955.0, '162': -30.0, '166': -15.0, '180': -448.0, '183': -9097.0, '186': -2.0, '187': -12.0, '190': -904.0, '192': -1104.0, '196': -1006.0, '197': -422.0, '201': -1.0, '203': -168.0, '215': -3378.0, '216': -105233.0}",LIBERIA,LR
LIBYA,"{'2': -2281.0, '8': -50.0, '11': -3079.0, '12': -910.0, '19': -1291.0, '24': -3.0, '28': -121.0, '30': -294.0, '35': -6783.0, '37': 0, '40': -1504.0, '48': -13.0, '50': -139.0, '53': -224.0, '54': -205.0, '56': -309.0, '61': -5047.0, '65': -9.0, '71': -249.0, '72': -2688.0, '78': -13788.0, '81': -652.0, '87': -41.0, '92': -395.0, '93': -7.0, '95': -2378.0, '98': -501.0, '100': -16773.0, '101': -34542.0, '104': -19564.0, '111': -4.0, '112': -214.0, '115': 826537.0, '116': 0.0, '117': -5.0, '118': -80.0, '123': -1266.0, '124': -3801.0, '126': -150.0, '136': -1268.0, '139': -35.0, '142': -1864.0, '146': -200.0, '151': -760.0, '156': -45.0, '160': -50.0, '161': -315.0, '162': -106.0, '166': -138.0, '167': -268.0, '181': -379.0, '186': -87.0, '187': -56.0, '190': -195.0, '191': -156.0, '192': -1302.0, '193': -39.0, '194': -2153.0, '196': -3790.0, '197': -1393.0, '207': -9688.0, '208': -4220.0, '212': 0.0, '215': -16803.0, '216': -14059.0, '222': -126.0}",LIBYA,LY
LIECHTENSTEIN,"{'8': -78.0, '11': -20.0, '12': -332.0, '19': -6.0, '24': 0.0, '28': -20.0, '30': -1.0, '37': 0, '48': -4.0, '54': 0.0, '56': -24.0, '65': 0.0, '72': -29.0, '78': -338.0, '81': -7.0, '87': -2.0, '92': -3.0, '93': 0.0, '98': -1.0, '101': -110.0, '111': 0.0, '116': 25877.0, '118': -8.0, '142': -2.0, '151': -20.0, '162': -230.0, '166': -5.0, '186': -7.0, '187': -6.0, '192': -153.0, '196': -4.0, '197': -2263.0, '215': -33.0}",LIECHTENSTEIN,LI
LITHUANIA,"{'8': -394.0, '11': -3822.0, '12': -1537.0, '18': -17130.0, '19': -2447.0, '24': -9.0, '28': -801.0, '30': -158.0, '35': -5361.0, '37': 0, '48': -11.0, '50': -23.0, '53': -91.0, '54': -748.0, '56': -13429.0, '65': -2169.0, '68': -30.0, '71': -1366.0, '72': -3729.0, '77': -210.0, '78': -55291.0, '81': -554.0, '92': -264.0, '93': -3171.0, '98': -44229.0, '100': -3756.0, '101': -6317.0, '105': -4615.0, '109': -2578.0, '111': -14209.0, '116': -3.0, '117': 145184.0, '118': -888.0, '124': -131.0, '129': -65.0, '142': -7326.0, '151': -39856.0, '156': -54.0, '161': -66555.0, '162': -416.0, '166': -354.0, '167': -71038.0, '181': -27.0, '186': -199.0, '187': -46.0, '190': -482.0, '192': -16492.0, '196': -15107.0, '197': -2477.0, '208': -355.0, '213': -24825.0, '215': -190342.0, '216': -32434.0, '222': -136.0}",LITHUANIA,LT
LUXEMBOURG,"{'8': -96.0, '11': -301.0, '12': -1178.0, '19': -14435.0, '24': -6.0, '28': -68.0, '30': -109.0, '35': -724.0, '36': -3.0, '37': 0, '48': -18.0, '50': -27.0, '53': -8.0, '54': -26.0, '56': -599.0, '65': -28.0, '71': -105.0, '72': -15941.0, '78': -23232.0, '81': -139.0, '92': -285.0, '93': -180.0, '98': -177.0, '101': -4648.0, '111': -10.0, '116': -2.0, '117': -24.0, '118': 298062.0, '134': -99.0, '139': -44.0, '142': -1705.0, '151': -149.0, '159': -26.0, '161': -301.0, '162': -4502.0, '166': -303.0, '167': -34.0, '181': -90.0, '186': -90.0, '187': -39.0, '190': -29.0, '192': -1921.0, '196': -386.0, '197': -2422.0, '208': -59.0, '215': -3314.0, '216': -3875.0}",LUXEMBOURG,LU
MADAGASCAR,"{'8': -7.0, '11': -343.0, '12': -133.0, '19': -2391.0, '24': -5.0, '27': -560.0, '28': -44.0, '30': -1.0, '35': -3821.0, '37': 0, '45': -9605.0, '48': -3.0, '53': -6.0, '54': -27.0, '56': -76.0, '61': -39.0, '65': -1.0, '71': -19.0, '72': -137740.0, '78': -1765.0, '81': -130.0, '87': -8.0, '92': -44.0, '93': -2.0, '98': -12.0, '101': -2700.0, '111': 0.0, '116': -1.0, '117': -6.0, '118': -195.0, '119': 35563.0, '127': -2301.0, '128': -8017.0, '142': -215.0, '151': -492.0, '162': -28.0, '165': -17363.0, '166': -23.0, '167': -82.0, '182': -816.0, '186': -18.0, '187': -22.0, '190': -515.0, '192': -620.0, '196': -137.0, '197': -1991.0, '215': -1202.0}",MADAGASCAR,MG
MALAWI,"{'11': -1658.0, '12': -51.0, '19': -85.0, '24': -7.0, '27': -1478.0, '28': -11.0, '30': -2.0, '35': -719.0, '37': 0, '53': -6.0, '54': -7.0, '56': -89.0, '61': -28.0, '64': -673.0, '65': 0.0, '71': -103.0, '72': -120.0, '87': -15.0, '92': -3.0, '93': -1.0, '98': -85.0, '101': -194.0, '111': 0.0, '113': -67.0, '117': 0.0, '118': -11.0, '120': 191362.0, '137': -62643.0, '139': -386.0, '142': -351.0, '151': -112.0, '162': -521.0, '166': -7.0, '167': -27.0, '186': -6.0, '187': -2.0, '190': -94119.0, '192': -86.0, '196': -104.0, '197': -169.0, '200': -6153.0, '212': -5.0, '215': -19035.0, '226': -13422.0, '227': -108491.0}",MALAWI,MW
MALAYSIA,"{'2': -859.0, '8': -2.0, '11': -177286.0, '12': -588.0, '16': -199618.0, '19': -820.0, '22': -48.0, '24': -8.0, '28': -154.0, '29': -52628.0, '30': -20.0, '33': -182.0, '35': -25618.0, '37': -44, '38': -19.0, '43': -4753.0, '48': -4.0, '53': -44.0, '54': -219.0, '56': -902.0, '59': -17.0, '60': -35.0, '61': -2836.0, '65': -17.0, '71': -531.0, '72': -2901.0, '78': -6810.0, '81': -61.0, '87': 0.0, '92': -156.0, '93': -48.0, '94': -13601.0, '95': -2378.0, '98': -4798.0, '101': -677.0, '103': -10519.0, '104': -282.0, '111': -8.0, '115': -8454.0, '116': 0.0, '117': -11.0, '118': -111.0, '121': 3476560.0, '122': -108.0, '124': -115.0, '127': -60.0, '129': -60.0, '142': -4081.0, '144': -21317.0, '151': -934.0, '156': -33.0, '157': -78.0, '159': -80.0, '160': -842.0, '161': -52.0, '162': -54.0, '166': -67.0, '167': -1554.0, '172': -8.0, '184': -1132924.0, '186': -23.0, '187': -13.0, '188': -105.0, '190': -1096.0, '192': -811.0, '193': -925.0, '196': -1711.0, '197': -2507.0, '201': -1364.0, '202': -63.0, '208': -361.0, '215': -78736.0, '216': -73947.0, '222': -31.0, '223': -133.0}",MALAYSIA,MY
MALDIVES,"{'11': -656.0, '12': -14.0, '19': -4.0, '28': -11.0, '30': 0.0, '37': 0, '48': -1.0, '54': -5.0, '56': -8.0, '61': -28.0, '71': 0.0, '72': -5.0, '81': 0.0, '94': -864.0, '98': -1.0, '101': -35.0, '116': -1.0, '117': -1.0, '122': 70079.0, '142': -19.0, '151': -4.0, '166': -15.0, '167': -43.0, '182': -37.0, '186': -1.0, '187': -3.0, '190': -67.0, '193': -1408.0, '196': -24.0, '197': -88.0, '215': -372.0}",MALDIVES,MV
MALI,"{'11': -96.0, '12': -125.0, '19': -1028.0, '21': -3508.0, '24': -1.0, '28': -7.0, '30': -3.0, '31': -37052.0, '34': -9556.0, '35': -2255.0, '36': -6.0, '37': 0, '39': -317.0, '46': -33696.0, '54': -28.0, '56': -53.0, '61': -216.0, '71': -23.0, '72': -86437.0, '75': -55434.0, '76': -10360.0, '78': -4101.0, '79': -5900.0, '81': -105.0, '87': -45192.0, '92': -26.0, '93': -4.0, '98': -30.0, '101': -21057.0, '111': 0.0, '114': -1122.0, '115': -360.0, '117': -1.0, '118': -79.0, '123': 485829.0, '126': -114379.0, '142': -188.0, '146': -108802.0, '147': -172481.0, '151': -57.0, '161': -36.0, '162': -127.0, '166': -467.0, '167': -71.0, '180': -35360.0, '183': -262.0, '187': -6.0, '190': -126.0, '191': -208.0, '192': -18734.0, '194': -938.0, '196': -187.0, '197': -521.0, '203': -8196.0, '207': -1058.0, '215': -327.0, '226': -267.0}",MALI,ML
MALTA,"{'8': -2.0, '11': -45357.0, '12': -121.0, '19': -488.0, '24': -5.0, '28': -35.0, '30': -165.0, '35': -8037.0, '37': -25, '53': -31.0, '54': -32.0, '56': -136.0, '59': -25.0, '65': -14.0, '71': -53.0, '72': -442.0, '78': -831.0, '81': -89.0, '92': -159.0, '93': -9.0, '98': -426.0, '101': -1984.0, '111': -23.0, '116': -3.0, '117': -19.0, '118': -244.0, '124': 114760.0, '142': -461.0, '151': -105.0, '159': -37.0, '162': -47.0, '166': -104.0, '167': -52.0, '181': -52.0, '186': -45.0, '187': -7.0, '190': -408.0, '192': -420.0, '196': -203.0, '197': -312.0, '208': -56.0, '215': -29600.0, '216': -12154.0}",MALTA,MT
MARSHALL ISLANDS,"{'11': -52.0, '30': 0.0, '37': 0, '56': 0.0, '81': 0.0, '85': -246.0, '87': -4.0, '101': 0.0, '125': 3298.0, '142': -4.0, '150': -45.0, '196': -1.0, '197': 0.0, '216': -10442.0}",MARSHALL ISLANDS,MH
MAURITANIA,"{'11': -63.0, '12': -31.0, '19': -2441.0, '24': -1.0, '30': -2.0, '35': -973.0, '37': 0, '46': -3127.0, '54': -5.0, '56': -30.0, '61': -154.0, '65': -1.0, '71': -37.0, '72': -20324.0, '76': -3646.0, '79': -13.0, '81': -60.0, '87': -1107.0, '88': -408.0, '92': -5.0, '93': -2.0, '97': -201.0, '98': -7.0, '101': -849.0, '104': -69.0, '111': 0.0, '115': -380.0, '117': 0.0, '118': -11.0, '123': -24197.0, '126': 182286.0, '136': -1717.0, '142': -311.0, '151': -69.0, '162': -44.0, '166': -207.0, '180': -46376.0, '183': -89.0, '187': 0.0, '192': -8879.0, '196': -75.0, '197': -149.0, '203': -144.0, '207': -560.0, '212': 0.0, '215': -157.0}",MAURITANIA,MR
MAURITIUS,"{'11': -31947.0, '12': -126.0, '19': -3419.0, '27': -231.0, '30': -5.0, '35': -17120.0, '37': 0, '53': -8.0, '54': -54.0, '56': -157.0, '65': -10.0, '71': -49.0, '72': -50721.0, '81': -37.0, '87': -13.0, '92': -74.0, '93': -6.0, '94': -346.0, '98': -3705.0, '101': -8680.0, '111': -4.0, '116': -1.0, '117': -2.0, '118': -434.0, '127': 28893.0, '139': -110.0, '142': -416.0, '151': -196.0, '165': -5240.0, '166': -17.0, '167': -62.0, '182': -564.0, '186': -23.0, '187': -5.0, '190': -10243.0, '192': -324.0, '196': -208.0, '197': -2881.0, '200': -170.0, '215': -45365.0}",MAURITIUS,MU
MAYOTTE,"{'37': 0, '128': 111540.0, '142': 0.0, '151': 0.0, '165': -6740.0, '224': -27.0}",MAYOTTE,YT
MEXICO,"{'7': -4.0, '8': -1463.0, '11': -6881.0, '12': -2277.0, '14': -143.0, '19': -3133.0, '20': -3997.0, '24': -10606.0, '25': 0.0, '28': -3400.0, '30': -97.0, '35': -86780.0, '36': -2.0, '37': -4020, '38': -43.0, '42': -10558.0, '44': -5641.0, '48': -3720.0, '50': -36.0, '51': -106.0, '52': -15.0, '53': -60.0, '54': -888.0, '56': -1576.0, '59': -1563.0, '60': -2361.0, '61': -64.0, '62': -1742.0, '65': -132.0, '71': -995.0, '72': -14390.0, '78': -20266.0, '81': -402.0, '86': -18872.0, '90': -299.0, '91': -1602.0, '92': -708.0, '93': -159.0, '98': -347.0, '100': -2525.0, '101': -9884.0, '103': -2735.0, '111': -26.0, '116': -32.0, '117': -33.0, '118': -424.0, '129': 1197624.0, '142': -5721.0, '145': -885.0, '151': -1530.0, '156': -5801.0, '158': -1738.0, '159': -6148.0, '160': -152.0, '161': -278.0, '162': -301.0, '163': -1831.0, '166': -462.0, '167': -202.0, '172': -16.0, '181': -25.0, '186': -158.0, '187': -94.0, '190': -343.0, '192': -60854.0, '196': -3099.0, '197': -7828.0, '208': -208.0, '215': -9726.0, '216': -10853105.0, '218': -635.0, '222': -3610.0}",MEXICO,MX
MICRONESIA (COUNTRY),"{'0': 0.0, '1': 0.0, '2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': -4.0, '9': 0.0, '10': 0.0, '11': -1789.0, '12': -1.0, '13': 0.0, '14': 0.0, '15': 0.0, '16': 0.0, '17': 0.0, '18': 0.0, '19': 0.0, '20': 0.0, '21': 0.0, '22': 0.0, '23': 0.0, '24': 0.0, '25': 0.0, '26': 0.0, '27': 0.0, '28': -133.0, '29': 0.0, '30': -4.0, '31': 0.0, '32': 0.0, '33': 0.0, '34': 0.0, '35': 0.0, '36': 0.0, '37': 0, '38': 0.0, '39': 0.0, '40': 0.0, '41': 0.0, '42': 0.0, '43': 0.0, '44': 0.0, '45': 0.0, '46': 0.0, '47': 0.0, '48': -6.0, '50': 0.0, '51': 0.0, '52': 0.0, '53': 0.0, '54': 0.0, '55': 0.0, '56': -3.0, '57': 0.0, '58': 0.0, '59': 0.0, '60': 0.0, '61': 0.0, '62': 0.0, '63': 0.0, '64': 0.0, '65': 0.0, '66': 0.0, '67': 0.0, '68': 0.0, '69': 0.0, '70': -793.0, '71': 0.0, '72': -10.0, '73': 0.0, '74': 0.0, '75': 0.0, '76': 0.0, '77': 0.0, '78': 0.0, '79': 0.0, '80': 0.0, '81': -189.0, '82': 0.0, '83': 0.0, '84': 0.0, '85': -15370.0, '86': 0.0, '87': -29.0, '88': 0.0, '89': 0.0, '90': 0.0, '91': 0.0, '92': 0.0, '93': 0.0, '94': 0.0, '95': 0.0, '96': 0.0, '97': 0.0, '98': 0.0, '99': 0.0, '100': 0.0, '101': -10.0, '102': 0.0, '103': 0.0, '104': 0.0, '105': 0.0, '106': 0.0, '107': -1586.0, '108': 0.0, '109': 0.0, '110': 0.0, '111': 0.0, '112': 0.0, '113': 0.0, '114': 0.0, '115': 0.0, '116': 0.0, '117': 0.0, '118': 0.0, '119': 0.0, '120': 0.0, '121': 0.0, '122': 0.0, '123': 0.0, '124': 0.0, '125': -521.0, '126': 0.0, '127': 0.0, '128': 0.0, '129': 0.0, '131': 0.0, '132': 0.0, '133': 0.0, '134': 0.0, '135': 0.0, '136': 0.0, '137': 0.0, '138': 0.0, '139': 0.0, '140': -241.0, '141': 0.0, '142': -5.0, '143': 0.0, '144': -2307.0, '145': 0.0, '146': 0.0, '147': 0.0, '148': 0.0, '149': 0.0, '150': -2468.0, '151': -3.0, '152': 0.0, '153': 0.0, '154': -899.0, '155': 0.0, '156': 0.0, '157': 0.0, '158': 0.0, '159': 0.0, '160': -1106.0, '161': 0.0, '162': 0.0, '163': 0.0, '164': 0.0, '165': 0.0, '166': 0.0, '167': -48.0, '168': 0.0, '169': 0.0, '170': 0.0, '171': 0.0, '172': 0.0, '174': 0.0, '175': 0.0, '176': -14.0, '177': 0.0, '178': 0.0, '179': 0.0, '180': 0.0, '181': 0.0, '182': 0.0, '183': 0.0, '184': 0.0, '186': -6.0, '187': 0.0, '188': -258.0, '189': 0.0, '190': -53.0, '191': 0.0, '192': -158.0, '193': 0.0, '194': 0.0, '195': 0.0, '196': -11.0, '197': -17.0, '198': 0.0, '199': 0.0, '200': 0.0, '201': 0.0, '202': 0.0, '203': 0.0, '204': 0.0, '205': 0.0, '206': 0.0, '207': 0.0, '208': 0.0, '209': 0.0, '210': 0.0, '211': -67.0, '212': 0.0, '213': 0.0, '214': 0.0, '215': -240.0, '216': -22159.0, '217': 0.0, '218': 0.0, '219': 0.0, '220': 0.0, '221': 0.0, '222': 0.0, '223': 0.0, '224': 0.0, '225': 0.0, '226': 0.0, '227': 0.0}",MICRONESIA (COUNTRY),FM
MOLDOVA,"{'8': -459.0, '11': -1269.0, '12': -3298.0, '13': -268.0, '18': -7496.0, '19': -2254.0, '24': -8.0, '30': -3144.0, '35': -18958.0, '37': -11, '48': -4.0, '50': -105.0, '53': -933.0, '54': -10102.0, '56': -980.0, '59': -11.0, '61': -61.0, '65': -1125.0, '71': -345.0, '72': -7503.0, '77': -483.0, '78': -25733.0, '81': -10248.0, '87': -1.0, '92': -594.0, '93': -113.0, '98': -4340.0, '100': -10594.0, '101': -194480.0, '104': -35.0, '105': -12678.0, '109': -2588.0, '111': -1707.0, '116': -7.0, '117': -936.0, '118': -588.0, '124': -99.0, '131': 104438.0, '142': -1000.0, '151': -1228.0, '161': -728.0, '162': -22630.0, '166': -285364.0, '167': -294152.0, '181': -233.0, '186': -183.0, '187': -394.0, '192': -21738.0, '196': -1232.0, '197': -2688.0, '199': -788.0, '208': -3206.0, '213': -152249.0, '215': -2370.0, '216': -45713.0}",MOLDOVA,MD
MONACO,"{'8': -10.0, '11': -96.0, '12': -23.0, '19': -138.0, '24': 0.0, '28': -160.0, '30': -12.0, '35': -116.0, '37': 0, '48': -1.0, '54': -6.0, '56': -20.0, '61': -82.0, '65': 0.0, '71': -9.0, '72': -28539.0, '81': -43.0, '92': -7.0, '93': 0.0, '98': -6.0, '101': -1589.0, '111': 0.0, '115': -293.0, '116': 0.0, '117': 0.0, '118': -50.0, '132': 26601.0, '142': -112.0, '151': -13.0, '161': -30.0, '166': -23.0, '167': -43.0, '186': -5.0, '190': -29.0, '192': -315.0, '196': -47.0, '197': -329.0, '215': -406.0}",MONACO,MC
MONGOLIA,"{'11': -3854.0, '12': -2242.0, '18': -164.0, '19': -844.0, '24': -1.0, '30': -101.0, '35': -1528.0, '37': 0, '48': -18.0, '54': -7831.0, '56': -66.0, '61': -14.0, '65': -46.0, '71': -63.0, '72': -1630.0, '77': -27.0, '81': -5.0, '92': -1792.0, '93': -21.0, '98': -363.0, '101': -314.0, '111': -103.0, '117': -53.0, '118': -42.0, '131': -67.0, '133': 21345.0, '142': -546.0, '151': -154.0, '161': -424.0, '166': -40.0, '167': -21132.0, '186': -66.0, '187': -5.0, '192': -565.0, '196': -4212.0, '197': -1097.0, '208': -259.0, '215': -1302.0}",MONGOLIA,MN
MONTENEGRO,"{'11': -2196.0, '12': -1937.0, '19': -36.0, '24': -2.0, '26': -4108.0, '28': -27.0, '30': -41.0, '35': -2006.0, '37': 0, '50': -5815.0, '54': -148.0, '56': -313.0, '65': -8.0, '71': -15.0, '72': -1604.0, '78': -17407.0, '92': -91.0, '93': -12.0, '101': -2240.0, '111': -1.0, '116': -5.0, '118': -2715.0, '134': 70999.0, '142': -10.0, '149': -9269.0, '151': -486.0, '161': -75.0, '162': -87.0, '166': -44.0, '167': -261.0, '181': -72596.0, '186': -41.0, '187': -3541.0, '192': -225.0, '196': -1254.0, '197': -2932.0, '215': -1162.0, '222': -255.0}",MONTENEGRO,ME
MONTSERRAT,"{'6': -296.0, '7': -1189.0, '35': -655.0, '37': -3153, '48': -4.0, '58': -164.0, '72': -5.0, '81': -78.0, '83': -10.0, '98': 0.0, '135': 1379.0, '142': -6.0, '151': -4.0, '171': -445.0, '172': -27.0, '187': 0.0, '215': -10872.0, '216': -9805.0, '217': -779.0}",MONTSERRAT,MS
MOROCCO,"{'4': -505.0, '8': -213.0, '11': -2497.0, '12': -2411.0, '15': -939.0, '19': -225217.0, '24': -26.0, '28': -644.0, '30': -156.0, '35': -75009.0, '37': -34, '48': -4.0, '50': -25.0, '53': -60.0, '54': -449.0, '56': -5885.0, '59': -34.0, '60': -50.0, '61': -1066.0, '65': -37.0, '71': -2528.0, '72': -1059918.0, '75': -717.0, '78': -127095.0, '80': -1006.0, '81': -2114.0, '87': -318.0, '92': -441.0, '93': -262.0, '97': -591.0, '98': -312.0, '100': -158396.0, '101': -451960.0, '104': -601.0, '108': -3032.0, '111': -24.0, '112': -132.0, '115': -5229.0, '116': -15.0, '117': -14.0, '118': -2499.0, '123': -910.0, '124': -671.0, '126': -373.0, '129': -265.0, '136': 102358.0, '142': -174914.0, '143': -581.0, '151': -6199.0, '156': -94.0, '159': -69.0, '161': -416.0, '162': -2256.0, '164': -1462.0, '166': -1265.0, '167': -1099.0, '180': -4268.0, '181': -32.0, '186': -73.0, '187': -36.0, '190': -1307.0, '192': -785884.0, '196': -11306.0, '197': -18914.0, '207': -6146.0, '208': -659.0, '213': -1765.0, '214': -8942.0, '215': -22476.0, '216': -76460.0, '222': -949.0}",MOROCCO,MA
MOZAMBIQUE,"{'5': -248.0, '8': -11.0, '11': -1108.0, '12': -98.0, '19': -480.0, '24': -3.0, '27': -604.0, '28': -1809.0, '30': -38.0, '35': -1344.0, '36': -26.0, '37': 0, '48': -4.0, '53': -8.0, '54': -20.0, '56': -240.0, '61': -15.0, '64': -966.0, '65': -2.0, '66': -10011.0, '71': -73.0, '72': -1474.0, '81': -63.0, '87': -17.0, '92': -29.0, '93': -30.0, '98': -42.0, '101': -922.0, '106': -523.0, '111': 0.0, '113': -42.0, '116': -2.0, '117': -1.0, '118': -339.0, '120': -40131.0, '137': 338850.0, '139': -142.0, '142': -676.0, '151': -193.0, '161': -33.0, '162': -80570.0, '166': -19.0, '167': -109.0, '178': -102.0, '186': -3.0, '187': -3.0, '190': -350463.0, '192': -1615.0, '196': -338.0, '197': -1429.0, '200': -13052.0, '212': -24.0, '215': -6092.0, '222': -48.0, '226': -1603.0, '227': -122923.0}",MOZAMBIQUE,MZ
MYANMAR,"{'8': -9.0, '11': -38215.0, '12': -134.0, '16': -907426.0, '19': -195.0, '23': -34.0, '24': 0.0, '28': -14.0, '33': -54.0, '35': -8845.0, '37': 0, '48': -14.0, '53': -44.0, '54': -146.0, '56': -1764.0, '61': -11.0, '65': -1.0, '71': -1216.0, '72': -537.0, '78': -2522.0, '81': -95.0, '87': 0.0, '92': -31.0, '93': -4.0, '94': -57149.0, '98': -72.0, '101': -437.0, '104': -23.0, '110': -3032.0, '118': -9.0, '121': -350605.0, '138': 76446.0, '142': -1262.0, '144': -3047.0, '151': -3258.0, '153': -2297.0, '156': -117.0, '160': -447.0, '166': -11.0, '167': -624.0, '179': -267776.0, '186': -3.0, '187': -1.0, '190': -258.0, '192': -116.0, '196': -1556.0, '197': -387.0, '201': -1848270.0, '208': -50.0, '215': -14505.0, '216': -156410.0, '223': -11796.0}",MYANMAR,MM
NAMIBIA,"{'5': -890.0, '8': -2.0, '11': -1668.0, '12': -246.0, '19': -90.0, '27': -988.0, '28': -61.0, '30': -8.0, '35': -1112.0, '37': 0, '53': -1.0, '54': -36.0, '56': -90.0, '61': -268.0, '65': -4.0, '71': -152.0, '72': -195.0, '81': -5.0, '87': -1.0, '92': -25.0, '93': -43.0, '98': -41.0, '101': -89.0, '106': -58.0, '111': 0.0, '113': -6.0, '117': -1.0, '118': -14.0, '139': 109391.0, '142': -358.0, '151': -99.0, '166': -6.0, '167': -119.0, '186': 0.0, '187': -2.0, '190': -36671.0, '192': -168.0, '196': -158.0, '197': -321.0, '200': -573.0, '215': -2427.0, '226': -774.0}",NAMIBIA,NA
NAURU,"{'11': -785.0, '12': 0.0, '30': -1.0, '37': 0, '54': 0.0, '56': -1.0, '87': -16.0, '92': 0.0, '101': -2.0, '107': -1586.0, '140': 2201.0, '142': 0.0, '176': -4.0, '190': -24.0, '196': -1.0, '197': -11.0, '211': -5.0, '215': -18.0}",NAURU,NR
