COUNTRY,flows,short,ISO Code
NEPAL,"{'11': -79427.0, '12': -799.0, '15': -2942.0, '16': -38301.0, '19': -4021.0, '23': -751.0, '24': -6.0, '28': -63.0, '29': -5822.0, '30': -16.0, '33': -46.0, '35': -15495.0, '37': 0, '48': -9.0, '53': -54.0, '54': -1286.0, '56': -4496.0, '65': -145.0, '71': -3595.0, '72': -1512.0, '77': -16.0, '78': -6844.0, '81': -66.0, '87': -22.0, '92': -113.0, '93': -129.0, '94': -733734.0, '98': -154.0, '101': -2437.0, '104': -182.0, '108': -24607.0, '111': -45.0, '116': -1.0, '117': -15.0, '118': -362.0, '121': -585864.0, '141': 487564.0, '142': -1973.0, '144': -3815.0, '150': -124.0, '151': -2233.0, '160': -72.0, '161': -71.0, '162': -6637.0, '164': -253940.0, '166': -677.0, '167': -173.0, '179': -503404.0, '182': -177.0, '186': -12.0, '187': -27.0, '190': -150.0, '192': -4232.0, '193': -343.0, '196': -1080.0, '197': -1077.0, '201': -11618.0, '214': -27886.0, '215': -37212.0, '216': -176462.0, '223': -2440.0}",NEPAL,NP
NETHERLANDS,"{'4': -262.0, '7': -15.0, '8': -389.0, '10': -5128.0, '11': -83585.0, '12': -9128.0, '14': -56.0, '15': -330.0, '19': -133062.0, '23': -19.0, '24': -425.0, '25': 0.0, '27': -637.0, '28': -4219.0, '29': -333.0, '30': -1772.0, '33': -30.0, '34': -184.0, '35': -95278.0, '36': -37.0, '37': -17950, '38': -41.0, '39': -34.0, '44': -635.0, '47': -18.0, '48': -702.0, '50': -759.0, '52': -10562.0, '53': -477.0, '54': -3045.0, '56': -8085.0, '58': -9.0, '59': -617.0, '60': -867.0, '61': -997.0, '62': -33.0, '65': -342.0, '71': -1653.0, '72': -40825.0, '77': -10.0, '78': -165391.0, '79': -213.0, '81': -3819.0, '84': -731.0, '86': -149.0, '87': -35.0, '91': -92.0, '92': -4264.0, '93': -408.0, '95': -7306.0, '98': -5708.0, '100': -4961.0, '101': -13214.0, '103': -1298.0, '104': -199.0, '108': -1062.0, '111': -161.0, '114': -52.0, '115': -1890.0, '116': -80.0, '117': -310.0, '118': -3986.0, '124': -1282.0, '129': -1435.0, '134': -154.0, '139': -539.0, '142': 2358333.0, '144': -21758.0, '145': -278.0, '151': -9088.0, '152': -1614.0, '156': -579.0, '159': -1288.0, '160': -513.0, '161': -3413.0, '162': -4542.0, '163': -11.0, '164': -456.0, '166': -1803.0, '167': -546.0, '172': -10.0, '181': -764.0, '186': -780.0, '187': -374.0, '190': -10186.0, '192': -51778.0, '195': -3476.0, '196': -12402.0, '197': -23521.0, '199': -48.0, '201': -706.0, '208': -30017.0, '212': -178.0, '214': -3155.0, '215': -81375.0, '216': -79923.0, '222': -649.0}",NETHERLANDS,NL
NEW CALEDONIA,"{'11': -1754.0, '12': 0.0, '19': -96.0, '24': 0.0, '35': -234.0, '37': 0, '74': -2236.0, '92': -2.0, '98': -6.0, '142': -22.0, '143': 73141.0, '151': -8.0, '166': -1.0, '188': -32.0, '215': -165.0, '220': -262.0, '224': -1021.0}",NEW CALEDONIA,NC
NEW ZEALAND,"{'3': -725.0, '7': -11.0, '8': -11.0, '11': -611266.0, '12': -492.0, '14': -24.0, '19': -417.0, '23': -24.0, '24': -70.0, '25': 0.0, '28': -346.0, '29': -220.0, '30': -63.0, '35': -10638.0, '37': -98, '38': -63.0, '47': -2520.0, '48': -20.0, '50': -107.0, '53': -91.0, '54': -247.0, '56': -971.0, '60': -116.0, '61': -93.0, '65': -29.0, '66': -23.0, '69': -31.0, '70': -619.0, '71': -254.0, '72': -2239.0, '74': -111.0, '78': -3594.0, '81': -499.0, '87': 0.0, '92': -246.0, '93': -78.0, '98': -2604.0, '99': -85.0, '101': -934.0, '103': -3552.0, '104': -62.0, '107': -56.0, '111': -13.0, '116': -6.0, '117': -11.0, '118': -97.0, '121': -2482.0, '122': -17.0, '124': -127.0, '129': -117.0, '139': -50.0, '140': -3.0, '142': -4379.0, '143': -116.0, '144': 1381724.0, '148': -342.0, '151': -635.0, '156': -59.0, '157': -1783.0, '159': -174.0, '160': -407.0, '161': -138.0, '162': -48.0, '166': -98.0, '167': -84.0, '172': 0.0, '176': -1218.0, '181': -23.0, '184': -3946.0, '186': -63.0, '187': -28.0, '188': -71.0, '190': -3777.0, '192': -1446.0, '193': -111.0, '196': -1267.0, '197': -1898.0, '199': -107.0, '201': -1869.0, '202': -70.0, '204': -166.0, '208': -397.0, '215': -79478.0, '216': -49640.0, '220': -325.0, '222': -16.0}",NEW ZEALAND,NZ
NICARAGUA,"{'8': -91.0, '10': -119.0, '11': -947.0, '12': -275.0, '14': -9.0, '19': -407.0, '24': -123.0, '28': -465.0, '30': -38.0, '35': -10627.0, '37': -1167, '38': -440.0, '48': -350854.0, '51': -71.0, '53': -8.0, '54': -22.0, '56': -222.0, '59': -303.0, '60': -408.0, '62': -7956.0, '65': -3.0, '71': -118.0, '72': -738.0, '78': -1685.0, '81': -161.0, '86': -9211.0, '87': -3.0, '91': -7943.0, '92': -26.0, '93': -6.0, '98': -16.0, '101': -1381.0, '102': -124.0, '111': 0.0, '116': -3.0, '117': -1.0, '118': -17.0, '129': -4303.0, '142': -613.0, '145': 42167.0, '151': -223.0, '156': -15517.0, '159': -303.0, '163': -101.0, '166': -235.0, '167': -58.0, '186': -12.0, '187': -5.0, '190': -130.0, '192': -42784.0, '196': -929.0, '197': -792.0, '215': -393.0, '216': -255008.0, '222': -1927.0}",NICARAGUA,NI
NIGER,"{'8': -1.0, '11': -42.0, '12': -40.0, '19': -2056.0, '21': -78124.0, '24': 0.0, '28': -17.0, '30': 0.0, '31': -13259.0, '34': -12236.0, '35': -1107.0, '37': -32, '38': -32.0, '40': -3586.0, '53': -6.0, '54': -4.0, '56': -16.0, '61': -116.0, '71': -21.0, '72': -6292.0, '78': -1362.0, '79': -6945.0, '81': -23.0, '87': -184.0, '92': -8.0, '98': -146.0, '101': -1465.0, '114': -199.0, '115': -380.0, '118': -35.0, '123': -13340.0, '124': -110.0, '126': -162.0, '142': -264.0, '146': 348056.0, '147': -120797.0, '151': -56.0, '166': -19.0, '167': -28.0, '180': -1752.0, '183': -47.0, '186': -5.0, '187': 0.0, '190': -23.0, '192': -377.0, '196': -68.0, '197': -226.0, '199': -20.0, '203': -66332.0, '215': -195.0}",NIGER,NE
NIGERIA,"{'7': -40.0, '8': -42.0, '11': -12354.0, '12': -8535.0, '14': -170.0, '15': -1655.0, '19': -6401.0, '20': -49.0, '21': -87145.0, '22': -34.0, '24': -14.0, '27': -1233.0, '28': -3505.0, '30': -246.0, '31': -5373.0, '34': -169602.0, '35': -45690.0, '36': -708.0, '37': -917, '38': -10.0, '40': -13033.0, '48': -3.0, '50': -25.0, '53': -299.0, '54': -771.0, '56': -1637.0, '58': -50.0, '59': -25.0, '60': -38.0, '61': -814.0, '63': -430.0, '65': -600.0, '71': -2915.0, '72': -7722.0, '75': -24029.0, '78': -52810.0, '79': -80652.0, '81': -2914.0, '87': -364.0, '92': -1769.0, '93': -155.0, '94': -903.0, '98': -25104.0, '101': -103462.0, '103': -3069.0, '104': -25.0, '108': -4817.0, '111': -22.0, '114': -4366.0, '115': -3041.0, '116': -6.0, '117': -5.0, '118': -327.0, '123': -4265.0, '124': -1025.0, '129': -157.0, '137': -5356.0, '139': -1029.0, '142': -7830.0, '145': -24.0, '146': -154739.0, '147': 1308568.0, '151': -1977.0, '156': -43.0, '160': -204.0, '161': -500.0, '162': -302.0, '164': -4145.0, '166': -468.0, '167': -794.0, '172': -65.0, '180': -848.0, '182': -137.0, '183': -2176.0, '186': -143.0, '187': -68.0, '190': -36210.0, '191': -3626.0, '192': -29016.0, '194': -20508.0, '196': -6096.0, '197': -3832.0, '203': -32266.0, '206': -557.0, '207': -575.0, '208': -1204.0, '212': -2.0, '214': -15697.0, '215': -205773.0, '216': -402186.0, '222': -97.0, '226': -625.0}",NIGERIA,NG
NIUE,"{'11': -1054.0, '24': -1.0, '37': 0, '47': -17.0, '144': -4087.0, '148': 588.0, '176': -4.0, '190': -23.0}",NIUE,NU
NORTH MACEDONIA,"{'1': -499.0, '8': -1503.0, '11': -53144.0, '12': -26880.0, '19': -1803.0, '24': -13.0, '26': -2875.0, '28': -48.0, '30': -4614.0, '35': -11090.0, '37': -26, '48': -31.0, '50': -9462.0, '53': -18.0, '54': -2572.0, '56': -3740.0, '59': -26.0, '60': -15.0, '61': -119.0, '65': -19.0, '71': -212.0, '72': -5133.0, '78': -108634.0, '81': -2210.0, '92': -301.0, '93': -84.0, '98': -751.0, '101': -68840.0, '104': -87.0, '111': -17.0, '116': -95.0, '117': -7.0, '118': -605.0, '124': -87.0, '133': -2.0, '134': -3329.0, '142': -478.0, '149': 131311.0, '151': -2932.0, '161': -346.0, '162': -310.0, '166': -242.0, '167': -253.0, '181': -47637.0, '186': -883.0, '187': -19133.0, '190': -143.0, '192': -845.0, '196': -8571.0, '197': -69612.0, '208': -198004.0, '215': -2776.0, '216': -32866.0}",NORTH MACEDONIA,MK
NORTHERN MARIANA ISLANDS,"{'11': 0.0, '37': 0, '81': 0.0, '85': -2342.0, '150': 21843.0, '154': -247.0, '167': -48.0, '190': -29.0}",NORTHERN MARIANA ISLANDS,MP
NORWAY,"{'8': -57.0, '11': -4748.0, '12': -860.0, '14': -11.0, '16': -14032.0, '18': -59.0, '19': -1195.0, '24': -107.0, '25': 0.0, '27': -391.0, '28': -728.0, '30': -545.0, '35': -4177.0, '37': -67, '48': -91.0, '50': -104.0, '53': -196.0, '54': -238.0, '56': -20581.0, '59': -56.0, '60': -245.0, '61': -120.0, '65': -458.0, '68': -200.0, '71': -1852.0, '72': -4653.0, '78': -9804.0, '81': -525.0, '82': -65.0, '87': 0.0, '92': -1479.0, '93': -1390.0, '98': -347.0, '101': -1825.0, '103': -566.0, '104': -43.0, '111': -443.0, '115': -357.0, '116': -7.0, '117': -2763.0, '118': -262.0, '124': -196.0, '129': -201.0, '139': -53.0, '142': -3099.0, '151': 852238.0, '156': -91.0, '159': -197.0, '160': -693.0, '161': -2014.0, '162': -378.0, '166': -1378.0, '167': -699.0, '181': -139.0, '186': -1097.0, '187': -30.0, '190': -1350.0, '192': -15024.0, '193': -117.0, '196': -42813.0, '197': -2243.0, '201': -745.0, '208': -4886.0, '212': -6.0, '215': -20224.0, '216': -18055.0, '222': -84.0}",NORWAY,NO
OMAN,"{'11': -2260.0, '12': -102.0, '19': -53.0, '24': 0.0, '28': -24.0, '30': -9.0, '35': -1656.0, '37': 0, '48': -3.0, '53': -60.0, '54': -34.0, '56': -33.0, '61': -544.0, '65': -3.0, '71': -16.0, '72': -122.0, '81': -2.0, '92': -36.0, '93': -2.0, '98': -54.0, '101': -68.0, '104': -639.0, '112': -140.0, '115': -1806.0, '117': -5.0, '118': -5.0, '142': -779.0, '151': -45.0, '152': 2372836.0, '155': -11984.0, '160': -433.0, '166': -30.0, '167': -50.0, '186': -4.0, '187': 0.0, '190': -35.0, '192': -66.0, '193': -331.0, '196': -80.0, '197': -99.0, '199': -34.0, '208': -32.0, '215': -3421.0}",OMAN,OM
PAKISTAN,"{'0': -102500.0, '7': 0.0, '8': -5.0, '11': -82497.0, '12': -6097.0, '14': 0.0, '15': -104698.0, '18': -45.0, '19': -13246.0, '22': -29.0, '23': -21.0, '24': -25.0, '27': -464.0, '28': -2094.0, '29': -893.0, '30': -290.0, '33': -42.0, '35': -217807.0, '37': -202, '38': -121.0, '43': -3414.0, '48': -11.0, '53': -1374.0, '54': -662.0, '56': -14318.0, '59': -81.0, '60': -38.0, '61': -619.0, '65': -261.0, '70': -1867.0, '71': -3134.0, '72': -27203.0, '77': -86.0, '78': -79227.0, '79': -76.0, '81': -8823.0, '86': -26.0, '87': -17.0, '92': -1055.0, '93': -94.0, '94': -833314.0, '95': -8645.0, '96': -12575.0, '97': -688.0, '98': -10570.0, '101': -124800.0, '103': -16434.0, '104': -3273.0, '108': -339033.0, '111': -228.0, '112': -721.0, '113': -419.0, '115': -2625.0, '116': -7.0, '117': -7.0, '118': -279.0, '121': -85013.0, '122': -329.0, '124': -549.0, '127': -187.0, '129': -163.0, '133': -21.0, '137': -1412.0, '138': -3101.0, '139': -173.0, '141': -1212.0, '142': -14104.0, '144': -5899.0, '151': -21140.0, '152': -250092.0, '153': 3276580.0, '156': -99.0, '159': -134.0, '160': -530.0, '161': -278.0, '162': -2217.0, '164': -235505.0, '166': -625.0, '167': -726.0, '172': 0.0, '179': -1483737.0, '182': -23.0, '183': -86.0, '184': -126848.0, '186': -122.0, '187': -42.0, '190': -13325.0, '192': -63819.0, '193': -1083.0, '196': -16597.0, '197': -5381.0, '199': -103.0, '200': -595.0, '201': -2202.0, '202': -301.0, '208': -1599.0, '212': -995.0, '214': -996288.0, '215': -537047.0, '216': -408412.0, '222': -12.0, '223': -622.0}",PAKISTAN,PK
PALAU,"{'12': 0.0, '28': -25.0, '37': 0, '71': 0.0, '81': -189.0, '85': -1531.0, '87': -7.0, '101': -5.0, '111': 0.0, '142': -1.0, '150': -568.0, '151': -1.0, '154': 5088.0, '160': -35.0, '196': -6.0, '197': -2.0}",PALAU,PW
PALESTINE,"{'2': -31097.0, '11': -3424.0, '12': -352.0, '15': -6129.0, '19': -2808.0, '24': -14.0, '30': -83.0, '35': -8840.0, '37': -18, '50': -39.0, '53': -2389.0, '54': -119.0, '56': 0.0, '59': -18.0, '60': -101.0, '61': -135932.0, '62': -46.0, '65': -11.0, '71': -67.0, '72': -1339.0, '81': -4286.0, '86': -48.0, '91': -156.0, '92': -182.0, '93': -27.0, '97': -12164.0, '98': -75.0, '101': -1176.0, '104': -2272411.0, '108': -15465.0, '111': -3.0, '112': -476033.0, '115': -305476.0, '117': -8.0, '118': -31.0, '124': -120.0, '126': -175.0, '129': -30.0, '142': -338.0, '151': -3423.0, '155': 272784.0, '156': -199.0, '164': -5696.0, '166': -239.0, '167': -564.0, '181': -76.0, '186': -54.0, '187': -5.0, '190': -114.0, '192': -2569.0, '196': -8108.0, '197': -245.0, '198': -596357.0, '201': -15.0, '207': -589.0, '208': -1013.0, '213': -1537.0, '214': -58308.0, '216': -58389.0, '222': -453.0, '225': -3826.0}",PALESTINE,PS
PANAMA,"{'8': -161.0, '11': -289.0, '12': -65.0, '14': -54.0, '19': -211.0, '24': -121.0, '28': -660.0, '30': -7.0, '35': -2814.0, '37': -1673, '38': -151.0, '44': -3123.0, '48': -13711.0, '51': -11.0, '53': -18.0, '54': -47.0, '56': -101.0, '59': -789.0, '60': -1008.0, '62': -458.0, '65': -7.0, '71': -29.0, '72': -582.0, '78': -811.0, '81': -158.0, '86': -321.0, '91': -406.0, '92': -29.0, '93': -7.0, '98': -16.0, '101': -1102.0, '102': -74.0, '116': -6.0, '118': -24.0, '129': -1767.0, '142': -390.0, '145': -423.0, '151': -85.0, '156': 313165.0, '159': -644.0, '161': -40.0, '162': -38.0, '163': -589.0, '166': -44.0, '167': -23.0, '172': -5.0, '186': -14.0, '187': -1.0, '190': -68.0, '192': -5730.0, '196': -319.0, '197': -588.0, '215': -789.0, '216': -99764.0, '222': -828.0}",PANAMA,PA
PAPUA NEW GUINEA,"{'12': -76.0, '19': -28.0, '24': -1.0, '30': -1.0, '35': -251.0, '37': 0, '47': -18.0, '54': -14.0, '56': -9.0, '65': -1.0, '71': -11.0, '72': -28.0, '81': -1.0, '87': -14.0, '92': -4.0, '93': -1.0, '98': -13.0, '101': -38.0, '118': -4.0, '142': -130.0, '144': -1618.0, '151': -12.0, '157': 31068.0, '160': -62.0, '166': -3.0, '176': -36.0, '186': -2.0, '187': -2.0, '188': -549.0, '190': -68.0, '192': -39.0, '196': -29.0, '197': -251.0, '215': -1428.0, '220': -68.0}",PAPUA NEW GUINEA,PG
PARAGUAY,"{'8': -685714.0, '11': -613.0, '12': -217.0, '19': -521.0, '24': -4772.0, '28': -49842.0, '30': -3.0, '35': -7859.0, '37': -25, '42': -6045.0, '48': -99.0, '53': -6.0, '54': -23.0, '56': -95.0, '59': -25.0, '60': -252.0, '62': -11.0, '65': 0.0, '71': -28.0, '72': -1178.0, '78': -5642.0, '81': -79.0, '86': -62.0, '91': -35.0, '92': -19.0, '93': -2.0, '98': -28.0, '101': -2886.0, '111': 0.0, '116': -2.0, '117': 0.0, '118': -33.0, '129': -579.0, '142': -229.0, '151': -174.0, '156': -145.0, '158': 169567.0, '159': -1034.0, '162': -58.0, '166': -160.0, '167': -34.0, '186': -7.0, '187': -3.0, '190': -140.0, '192': -77926.0, '196': -216.0, '197': -1267.0, '215': -826.0, '216': -46170.0, '218': -1225.0, '222': -200.0}",PARAGUAY,PY
PERU,"{'8': -197226.0, '10': -1268.0, '11': -12698.0, '12': -1816.0, '14': -335.0, '19': -3979.0, '24': -12565.0, '28': -19074.0, '30': -33.0, '35': -31890.0, '36': -2.0, '37': -5708, '38': -16.0, '42': -240273.0, '43': -10455.0, '44': -5680.0, '48': -4540.0, '50': -79.0, '51': -39.0, '52': -122.0, '53': -31.0, '54': -319.0, '56': -1223.0, '59': -1489.0, '60': -14331.0, '62': -237.0, '65': -39.0, '68': -19.0, '71': -613.0, '72': -13361.0, '73': -656.0, '77': -19.0, '78': -20599.0, '81': -296.0, '86': -491.0, '90': -345.0, '91': -392.0, '92': -267.0, '93': -105.0, '98': -144.0, '100': -2368.0, '101': -116408.0, '103': -49068.0, '111': -9.0, '116': -14.0, '117': -11.0, '118': -528.0, '124': -81.0, '129': -5187.0, '142': -4749.0, '145': -237.0, '151': -1669.0, '156': -5155.0, '159': 1224519.0, '160': -117.0, '161': -144.0, '162': -324.0, '163': -2094.0, '166': -224.0, '167': -275.0, '181': -48.0, '186': -76.0, '187': -61.0, '190': -243.0, '192': -226473.0, '196': -8093.0, '197': -10591.0, '208': -70.0, '215': -7426.0, '216': -435868.0, '218': -106.0, '222': -44319.0}",PERU,PE
PHILIPPINES,"{'3': -1118.0, '4': -457.0, '8': -57.0, '10': -1121.0, '11': -286303.0, '12': -13297.0, '14': -1196.0, '15': -59391.0, '19': -11778.0, '22': -1782.0, '23': -18.0, '24': -52.0, '28': -452.0, '29': -14664.0, '30': -155.0, '33': -162.0, '35': -633547.0, '37': -4936, '38': -2104.0, '43': -56657.0, '48': -167.0, '50': -69.0, '53': -7165.0, '54': -1590.0, '56': -12121.0, '59': -51.0, '60': -130.0, '61': -1101.0, '62': -19.0, '65': -106.0, '68': -213.0, '71': -4892.0, '72': -17414.0, '78': -62408.0, '79': -30.0, '81': -8638.0, '82': -127.0, '85': -30994.0, '86': -71.0, '87': -1.0, '92': -533.0, '93': -2284.0, '95': -4230.0, '98': -17557.0, '101': -151520.0, '103': -275252.0, '104': -3866.0, '108': -196910.0, '111': -99.0, '112': -853.0, '115': -4707.0, '116': -58.0, '117': -58.0, '118': -891.0, '121': -117990.0, '122': -991.0, '124': -1445.0, '125': -541.0, '129': -572.0, '133': -181.0, '139': -256.0, '140': -65.0, '142': -15455.0, '144': -70412.0, '150': -11150.0, '151': -24388.0, '152': -46233.0, '154': -3021.0, '156': -1923.0, '157': -1463.0, '159': -610.0, '160': 225525.0, '161': -254.0, '162': -542.0, '163': -60.0, '164': -170052.0, '166': -751.0, '167': -145.0, '172': -21.0, '179': -644828.0, '181': -42.0, '182': -718.0, '184': -14944.0, '186': -63.0, '187': -181.0, '188': -116.0, '190': -1804.0, '192': -51181.0, '196': -14878.0, '197': -14455.0, '201': -1361.0, '202': -370.0, '206': -383.0, '208': -801.0, '214': -564769.0, '215': -141722.0, '216': -2061178.0, '222': -150.0, '223': -118.0}",PHILIPPINES,PH
POLAND,"{'8': -7386.0, '11': -57292.0, '12': -75752.0, '14': -20.0, '18': -470.0, '19': -78798.0, '22': -39.0, '24': -243.0, '28': -4421.0, '30': -1946.0, '35': -157733.0, '37': -83, '48': -361.0, '50': -691.0, '51': -11.0, '53': -701.0, '54': -21694.0, '56': -42528.0, '59': -45.0, '60': -326.0, '61': -380.0, '65': -744.0, '68': -129.0, '71': -5018.0, '72': -94525.0, '77': -180.0, '78': -2141722.0, '79': -52.0, '81': -15975.0, '82': -29.0, '87': 0.0, '92': -3383.0, '93': -21102.0, '98': -146211.0, '100': -57570.0, '101': -113874.0, '103': -1649.0, '104': -80.0, '109': -3126.0, '111': -767.0, '115': -723.0, '116': -76.0, '117': -1900.0, '118': -5051.0, '124': -749.0, '129': -747.0, '131': -130.0, '133': -12.0, '134': -97.0, '139': -175.0, '142': -148991.0, '144': -2738.0, '149': -99.0, '151': -100479.0, '156': -235.0, '158': -943.0, '159': -371.0, '160': -116.0, '161': 817254.0, '162': -1116.0, '163': -7.0, '166': -1379.0, '167': -29190.0, '177': -32.0, '181': -675.0, '186': -7367.0, '187': -399.0, '190': -11900.0, '192': -63466.0, '196': -95128.0, '197': -40957.0, '199': -35.0, '208': -4695.0, '213': -3128.0, '215': -835975.0, '216': -406794.0, '218': -1390.0, '222': -858.0}",POLAND,PL
PORTUGAL,"{'4': -11534.0, '5': -5292.0, '8': -5008.0, '10': -182.0, '11': -20550.0, '12': -2930.0, '14': -15.0, '19': -37506.0, '22': -1600.0, '24': -195.0, '25': 0.0, '27': -464.0, '28': -175251.0, '30': -569.0, '35': -150166.0, '36': -1225.0, '37': -1817, '41': -14154.0, '46': -1431.0, '48': -94.0, '50': -46.0, '52': -1070.0, '53': -60.0, '54': -507.0, '56': -2900.0, '59': -110.0, '60': -382.0, '61': -44.0, '62': -13.0, '65': -236.0, '71': -598.0, '72': -639888.0, '78': -152869.0, '81': -328.0, '84': -426.0, '86': -29.0, '87': -12.0, '88': -601.0, '92': -630.0, '93': -1082.0, '94': -332.0, '98': -2848.0, '101': -6735.0, '103': -579.0, '111': -42.0, '116': -424.0, '117': -128.0, '118': -75221.0, '124': -170.0, '129': -624.0, '131': -670.0, '137': -4549.0, '139': -451.0, '142': -19574.0, '151': -3536.0, '156': -305.0, '159': -242.0, '160': -62.0, '161': -178.0, '162': 1001963.0, '163': -14.0, '166': -2430.0, '167': -230.0, '178': -104.0, '181': -38.0, '186': -283.0, '187': -64.0, '190': -11861.0, '192': -108063.0, '193': -32.0, '196': -4253.0, '197': -218672.0, '201': -550.0, '202': -271.0, '208': -305.0, '215': -141916.0, '216': -191313.0, '218': -668.0, '222': -51471.0}",PORTUGAL,PT
PUERTO RICO,"{'7': -54.0, '8': -76.0, '11': -204.0, '12': 0.0, '24': -41.0, '25': 0.0, '35': -541.0, '37': -11161, '38': -53.0, '48': -426.0, '51': -10.0, '52': -17.0, '53': -1.0, '56': 0.0, '58': -15.0, '59': -4780.0, '60': -523.0, '62': -62.0, '72': -57.0, '81': 0.0, '85': -4176.0, '86': -107.0, '90': -1526.0, '91': -131.0, '93': 0.0, '129': -1227.0, '145': -59.0, '150': -918.0, '151': 0.0, '156': -865.0, '159': -257.0, '160': -53.0, '163': 247132.0, '172': -6.0, '216': -1829251.0, '217': -4067.0, '222': -393.0}",PUERTO RICO,PR
QATAR,"{'11': -1507.0, '12': -63.0, '15': -281.0, '19': -105.0, '24': -1.0, '30': -58.0, '35': -2680.0, '37': 0, '48': -3.0, '53': -8.0, '54': -7.0, '56': -169.0, '61': -401.0, '65': -4.0, '71': -27.0, '72': -167.0, '81': -1123.0, '92': -119.0, '93': -3.0, '98': -38.0, '101': -147.0, '104': -224.0, '108': -674.0, '111': -5.0, '115': -1508.0, '117': -8.0, '118': -9.0, '142': -311.0, '151': -91.0, '152': -492.0, '155': -9335.0, '160': -126.0, '161': -31.0, '164': 2226192.0, '166': -87.0, '167': -24.0, '186': -6.0, '187': -1.0, '192': -121.0, '193': -275.0, '196': -315.0, '197': -93.0, '208': -40.0, '214': -2671.0, '215': -2347.0}",QATAR,QA
REUNION,"{'11': -268.0, '35': -316.0, '37': -823, '45': -845.0, '56': 0.0, '65': 0.0, '73': -396.0, '81': 0.0, '84': -363.0, '165': 131769.0, '190': -401.0, '215': -15.0}",REUNION,RE
ROMANIA,"{'8': -1087.0, '11': -18278.0, '12': -121355.0, '14': -108.0, '18': -21.0, '19': -92559.0, '22': -137.0, '24': -79.0, '26': -379.0, '28': -2164.0, '30': -3519.0, '35': -97253.0, '37': -212, '48': -118.0, '50': -468.0, '51': -60.0, '53': -5377.0, '54': -9659.0, '56': -28985.0, '59': -44.0, '60': -315.0, '61': -243.0, '65': -306.0, '68': -228.0, '71': -3871.0, '72': -138550.0, '77': -220.0, '78': -654822.0, '81': -47120.0, '82': -14.0, '87': -3.0, '92': -214514.0, '93': -1675.0, '98': -22839.0, '100': -100679.0, '101': -1048862.0, '104': -270.0, '109': -468.0, '111': -71.0, '115': -636.0, '116': -37.0, '117': -360.0, '118': -5225.0, '124': -2046.0, '129': -455.0, '131': -1880.0, '134': -104.0, '139': -30.0, '142': -28691.0, '144': -2496.0, '149': -22.0, '151': -14872.0, '156': -215.0, '159': -340.0, '160': -36.0, '161': -3270.0, '162': -26113.0, '166': 705310.0, '167': -3908.0, '177': -145.0, '181': -3675.0, '186': -9763.0, '187': -442.0, '190': -1948.0, '192': -613336.0, '196': -31831.0, '197': -24386.0, '208': -28522.0, '215': -393569.0, '216': -170469.0, '218': -728.0, '222': -823.0}",ROMANIA,RO
RUSSIA,"{'2': -785.0, '8': -1902.0, '9': -19082.0, '11': -29254.0, '12': -34745.0, '13': -27452.0, '14': -58.0, '18': -672481.0, '19': -8210.0, '24': -364.0, '26': -164.0, '28': -1761.0, '30': -32789.0, '33': -30.0, '35': -84735.0, '36': -737.0, '37': -904, '39': -143.0, '43': -2297.0, '44': -646.0, '46': -2558.0, '48': -718.0, '50': -1231.0, '51': -343.0, '53': -12935.0, '54': -37471.0, '56': -6499.0, '59': -503.0, '60': -1562.0, '61': -7536.0, '62': -18.0, '65': -119097.0, '68': -32.0, '71': -15212.0, '72': -73208.0, '77': -37267.0, '78': -1198831.0, '79': -76.0, '81': -55281.0, '87': -36.0, '91': -25.0, '92': -4583.0, '93': -492.0, '94': -1248.0, '97': -274.0, '98': -7532.0, '100': -111316.0, '101': -82890.0, '103': -9118.0, '104': -599.0, '105': -2476018.0, '109': -108854.0, '111': -116771.0, '112': -132.0, '115': -7734.0, '116': -69.0, '117': -51718.0, '118': -2780.0, '123': -445.0, '124': -2865.0, '126': -64.0, '127': -48.0, '129': -1824.0, '131': -40018.0, '133': -3232.0, '134': -927.0, '139': -474.0, '142': -5076.0, '144': -8157.0, '145': -202.0, '149': -214.0, '151': -18486.0, '156': -1192.0, '157': -25.0, '159': -1194.0, '160': -71.0, '161': -50329.0, '162': -6508.0, '166': -9608.0, '167': 11636911.0, '177': -38.0, '181': -2999.0, '182': -97.0, '183': -68.0, '186': -3098.0, '187': -3572.0, '190': -4090.0, '192': -96126.0, '193': -150.0, '196': -22166.0, '197': -24722.0, '199': -234998.0, '208': -27319.0, '209': -74600.0, '212': -253.0, '213': -3330586.0, '215': -36203.0, '216': -397061.0, '219': -871047.0, '222': -635.0}",RUSSIA,RU
