COUNTRY,flows,short,ISO Code
PORTUGAL,"{'1': 55.0, '2': 261.0, '4': 425.0, '5': 179524.0, '8': 1512.0, '9': 112.0, '11': 1377.0, '12': 576.0, '13': 73.0, '16': 1684.0, '18': 1084.0, '19': 3924.0, '21': 36.0, '24': 242.0, '26': 46.0, '28': 154017.0, '30': 5940.0, '34': 82.0, '35': 8344.0, '36': 68299.0, '37': 2039, '42': 221.0, '43': 12000.0, '44': 736.0, '46': 542.0, '50': 91.0, '51': 1858.0, '53': 31.0, '54': 282.0, '55': 2080.0, '56': 451.0, '59': 153.0, '60': 511.0, '61': 480.0, '62': 96.0, '63': 251.0, '65': 145.0, '66': 660.0, '67': 32.0, '71': 381.0, '72': 104164.0, '75': 647.0, '76': 128.0, '77': 1226.0, '78': 30866.0, '79': 218.0, '81': 212.0, '86': 32.0, '87': 5160.0, '88': 32607.0, '92': 454.0, '93': 30.0, '94': 8957.0, '95': 282.0, '96': 740.0, '97': 257.0, '98': 1789.0, '100': 387.0, '101': 3125.0, '102': 28.0, '103': 352.0, '104': 213.0, '105': 998.0, '106': 113.0, '111': 234.0, '112': 246.0, '114': 30.0, '115': 106.0, '116': 230.0, '117': 416.0, '118': 4502.0, '119': 28.0, '120': 521.0, '121': 54.0, '123': 127.0, '124': 47.0, '126': 44.0, '129': 301.0, '131': 22630.0, '134': 87.0, '136': 2256.0, '137': 80570.0, '141': 6637.0, '142': 4542.0, '144': 48.0, '147': 302.0, '149': 310.0, '151': 378.0, '153': 2217.0, '156': 38.0, '158': 58.0, '159': 324.0, '160': 542.0, '161': 1116.0, '162': -2081419.0, '166': 26113.0, '167': 6508.0, '178': 20552.0, '180': 2383.0, '181': 200.0, '183': 58.0, '184': 30.0, '186': 103.0, '187': 61.0, '190': 12651.0, '192': 18175.0, '193': 86.0, '196': 920.0, '197': 18566.0, '198': 531.0, '200': 77.0, '201': 1676.0, '202': 1969.0, '203': 83.0, '207': 155.0, '208': 789.0, '212': 29.0, '213': 53384.0, '215': 21089.0, '216': 7980.0, '218': 256.0, '219': 1006.0, '222': 27732.0, '223': 58.0, '227': 1312.0}",PORTUGAL,PT
PUERTO RICO,"{'8': 828.0, '24': 24.0, '28': 40.0, '35': 51.0, '37': 60533, '42': 452.0, '43': 1212.0, '44': 4039.0, '48': 924.0, '51': 12637.0, '58': 513.0, '59': 46905.0, '60': 348.0, '61': 14.0, '62': 130.0, '72': 61.0, '78': 217.0, '86': 331.0, '89': 21.0, '90': 129.0, '91': 531.0, '94': 21.0, '100': 19.0, '101': 82.0, '102': 18.0, '103': 35.0, '104': 38.0, '112': 7.0, '129': 1831.0, '142': 11.0, '145': 101.0, '156': 589.0, '159': 2094.0, '160': 60.0, '161': 7.0, '162': 14.0, '163': -1850529.0, '192': 2604.0, '201': 7.0, '206': 75.0, '208': 8.0, '215': 74.0, '216': 159515.0, '217': 256.0, '222': 994.0, '223': 27.0}",PUERTO RICO,PR
QATAR,"{'0': 1599.0, '15': 777.0, '16': 261672.0, '37': 0, '40': 520.0, '61': 183544.0, '64': 5881.0, '67': 1697.0, '72': 1079.0, '94': 702013.0, '95': 43839.0, '104': 32808.0, '108': 6612.0, '112': 8425.0, '136': 1462.0, '141': 253940.0, '142': 456.0, '147': 4145.0, '153': 235505.0, '155': 5696.0, '160': 170052.0, '164': -25705.0, '179': 911.0, '189': 1264.0, '191': 2069.0, '193': 154078.0, '194': 23415.0, '198': 24749.0, '201': 2331.0, '207': 994.0, '208': 5137.0, '214': 9558.0, '215': 6868.0, '216': 4317.0, '225': 35517.0}",QATAR,QA
REUNION,"{'37': 0, '45': 2294.0, '72': 87069.0, '119': 17363.0, '127': 5240.0, '128': 6740.0, '165': -3064.0}",REUNION,RE
ROMANIA,"{'0': 44.0, '1': 823.0, '2': 554.0, '4': 17.0, '5': 98.0, '6': 3.0, '7': 0.0, '8': 337.0, '9': 163.0, '11': 342.0, '12': 3282.0, '13': 134.0, '14': 3.0, '15': 19.0, '16': 161.0, '17': 2.0, '18': 243.0, '19': 4593.0, '20': 3.0, '21': 41.0, '23': 6.0, '24': 191.0, '26': 160.0, '27': 7.0, '28': 690.0, '30': 11846.0, '31': 64.0, '32': 9.0, '33': 14.0, '34': 367.0, '35': 760.0, '36': 82.0, '37': 579, '38': 2.0, '39': 28.0, '40': 29.0, '42': 157.0, '43': 6544.0, '44': 163.0, '45': 12.0, '46': 119.0, '48': 76.0, '50': 373.0, '51': 275.0, '53': 1528.0, '54': 841.0, '55': 76.0, '56': 2001.0, '57': 9.0, '58': 11.0, '59': 203.0, '60': 254.0, '61': 592.0, '62': 67.0, '63': 181.0, '64': 52.0, '65': 122.0, '66': 7.0, '67': 78.0, '68': 3.0, '70': 5.0, '71': 420.0, '72': 21756.0, '74': 6.0, '75': 49.0, '76': 150.0, '77': 254.0, '78': 30498.0, '79': 303.0, '80': 8.0, '81': 8458.0, '83': 5.0, '86': 86.0, '87': 284.0, '88': 156.0, '89': 5.0, '90': 23.0, '91': 109.0, '92': 10491.0, '93': 102.0, '94': 544.0, '95': 177.0, '96': 1516.0, '97': 1558.0, '98': 3769.0, '99': 3.0, '100': 4901.0, '101': 79752.0, '102': 19.0, '103': 342.0, '104': 435.0, '105': 412.0, '106': 55.0, '108': 132.0, '109': 74.0, '110': 2.0, '111': 326.0, '112': 662.0, '114': 15.0, '115': 138.0, '116': 5.0, '117': 354.0, '118': 303.0, '119': 23.0, '120': 7.0, '121': 67.0, '122': 15.0, '123': 467.0, '124': 104.0, '126': 207.0, '127': 17.0, '129': 462.0, '131': 285364.0, '132': 23.0, '133': 40.0, '134': 44.0, '136': 1265.0, '137': 19.0, '138': 11.0, '139': 6.0, '141': 677.0, '142': 1803.0, '143': 1.0, '144': 98.0, '145': 235.0, '146': 19.0, '147': 468.0, '149': 242.0, '151': 1378.0, '152': 30.0, '153': 625.0, '155': 239.0, '156': 44.0, '157': 3.0, '158': 160.0, '159': 224.0, '160': 751.0, '161': 1379.0, '162': 2430.0, '164': 87.0, '166': -3987093.0, '167': 9608.0, '168': 19.0, '170': 30.0, '172': 1.0, '175': 0.0, '177': 8.0, '178': 3.0, '179': 297.0, '180': 171.0, '181': 2926.0, '183': 46.0, '184': 71.0, '186': 579.0, '187': 123.0, '189': 89.0, '190': 89.0, '192': 61861.0, '193': 747.0, '194': 17.0, '195': 9.0, '196': 1323.0, '197': 1080.0, '198': 3138.0, '199': 35.0, '200': 25.0, '201': 178.0, '202': 1.0, '203': 18.0, '205': 14.0, '206': 32.0, '207': 1924.0, '208': 9206.0, '209': 154.0, '211': 2.0, '212': 23.0, '213': 43363.0, '214': 514.0, '215': 31593.0, '216': 6235.0, '218': 207.0, '219': 129.0, '222': 282.0, '223': 2383.0, '224': 2.0, '225': 87.0, '226': 105.0, '227': 18.0}",ROMANIA,RO
RUSSIA,"{'0': 5090.0, '1': 232.0, '2': 776.0, '3': 41.0, '5': 509.0, '6': 47.0, '8': 250.0, '9': 526997.0, '11': 541.0, '12': 2950.0, '13': 766918.0, '16': 469.0, '18': 763879.0, '19': 469.0, '21': 92.0, '24': 82.0, '26': 513.0, '27': 26.0, '28': 431.0, '30': 5836.0, '31': 443.0, '32': 129.0, '33': 112.0, '34': 332.0, '35': 556.0, '36': 43.0, '37': 2271, '39': 89.0, '40': 150.0, '42': 105.0, '43': 56138.0, '44': 204.0, '45': 86.0, '46': 578.0, '48': 30.0, '50': 319.0, '51': 2224.0, '53': 714.0, '54': 11249.0, '56': 229.0, '60': 239.0, '61': 1058.0, '63': 102.0, '65': 58718.0, '67': 270.0, '71': 2207.0, '72': 2564.0, '77': 449973.0, '78': 141947.0, '79': 314.0, '81': 1950.0, '87': 202.0, '88': 129.0, '92': 16831.0, '93': 42.0, '94': 5696.0, '95': 161.0, '96': 2010.0, '97': 984.0, '98': 173.0, '100': 3646.0, '101': 1894.0, '103': 1023.0, '104': 814.0, '105': 2558907.0, '106': 449.0, '108': 83.0, '109': 591025.0, '110': 120.0, '111': 89338.0, '112': 966.0, '115': 268.0, '117': 71038.0, '118': 34.0, '119': 82.0, '120': 27.0, '121': 1554.0, '122': 43.0, '123': 71.0, '124': 52.0, '127': 62.0, '129': 202.0, '131': 294152.0, '132': 43.0, '133': 21132.0, '134': 261.0, '136': 1099.0, '137': 109.0, '138': 624.0, '139': 119.0, '141': 173.0, '142': 546.0, '144': 84.0, '145': 58.0, '146': 28.0, '147': 794.0, '149': 253.0, '150': 48.0, '151': 699.0, '152': 50.0, '153': 726.0, '155': 564.0, '156': 23.0, '158': 34.0, '159': 275.0, '160': 145.0, '161': 29190.0, '162': 230.0, '164': 24.0, '166': 3908.0, '167': -10756697.0, '168': 43.0, '177': 44.0, '179': 217.0, '180': 71.0, '184': 48.0, '186': 1830.0, '187': 348.0, '189': 57.0, '190': 238.0, '192': 1392.0, '193': 586.0, '194': 256.0, '196': 473.0, '197': 578.0, '198': 3262.0, '199': 466252.0, '200': 215.0, '201': 215.0, '207': 333.0, '208': 10230.0, '209': 185561.0, '211': 580.0, '212': 80.0, '213': 3268263.0, '214': 353.0, '215': 1739.0, '216': 4583.0, '218': 119.0, '219': 1146175.0, '222': 96.0, '223': 13662.0, '225': 646.0, '226': 469.0, '227': 71.0}",RUSSIA,RU
RWANDA,"{'32': 131063.0, '37': 0, '55': 236657.0, '106': 2575.0, '168': -492489.0, '200': 42713.0, '212': 92061.0}",RWANDA,RW
SAINT BARTHLEMY,"{'37': 0, '169': 0.0}",SAINT BARTHLEMY,BL
SAINT HELENA,"{'37': 0, '170': -4885.0, '190': 76.0, '215': 287.0}",SAINT HELENA,SH
SAINT KITTS AND NEVIS,"{'7': 417.0, '14': 23.0, '17': 98.0, '37': 2827, '58': 206.0, '83': 58.0, '89': 805.0, '102': 144.0, '135': 445.0, '171': -50285.0, '172': 104.0, '175': 173.0, '206': 275.0, '217': 634.0}",SAINT KITTS AND NEVIS,KN
SAINT LUCIA,"{'6': 3.0, '7': 85.0, '10': 27.0, '11': 10.0, '12': 8.0, '14': 9.0, '17': 403.0, '19': 7.0, '20': 0.0, '22': 0.0, '28': 6.0, '35': 245.0, '37': 2859, '38': 8.0, '43': 49.0, '51': 79.0, '52': 79.0, '58': 249.0, '59': 35.0, '67': 0.0, '72': 51.0, '73': 135.0, '78': 47.0, '79': 16.0, '83': 160.0, '84': 25.0, '86': 1.0, '89': 2111.0, '90': 22.0, '94': 214.0, '98': 15.0, '101': 12.0, '102': 373.0, '103': 8.0, '112': 0.0, '121': 8.0, '129': 16.0, '135': 27.0, '142': 10.0, '144': 0.0, '147': 65.0, '153': 0.0, '156': 5.0, '160': 21.0, '163': 6.0, '171': 33.0, '172': -71227.0, '175': 314.0, '190': 3.0, '195': 20.0, '197': 7.0, '198': 130.0, '206': 504.0, '215': 759.0, '216': 851.0, '217': 89.0, '222': 27.0, '227': 0.0}",SAINT LUCIA,LC
SAINT MARTIN (FRENCH PART),{'37': 0},SAINT MARTIN (FRENCH PART),MF
SAINT PIERRE AND MIQUELON,"{'35': 175.0, '37': 0, '72': 703.0, '174': -433.0, '216': 60.0}",SAINT PIERRE AND MIQUELON,PM
SAINT VINCENT AND THE GRENADINES,"{'7': 56.0, '17': 355.0, '25': 202.0, '35': 173.0, '37': 2832, '52': 152.0, '58': 86.0, '83': 450.0, '89': 249.0, '102': 125.0, '171': 37.0, '172': 241.0, '175': -55525.0, '206': 1011.0, '215': 829.0, '216': 346.0}",SAINT VINCENT AND THE GRENADINES,VC
SAMOA,"{'3': 1307.0, '11': 270.0, '35': 7.0, '37': 0, '43': 46.0, '47': 9.0, '70': 110.0, '72': 6.0, '78': 34.0, '103': 39.0, '107': 10.0, '140': 4.0, '144': 1218.0, '148': 4.0, '157': 36.0, '176': -135732.0, '188': 8.0, '204': 85.0, '205': 60.0, '211': 58.0, '215': 20.0, '216': 297.0, '220': 12.0}",SAMOA,WS
SAN MARINO,"{'1': 39.0, '8': 90.0, '28': 30.0, '37': 0, '72': 30.0, '101': 4749.0, '161': 32.0, '166': 145.0, '167': 38.0, '177': -2407.0, '213': 68.0}",SAN MARINO,SM
SAO TOME AND PRINCIPE,"{'5': 319.0, '36': 1220.0, '37': 0, '63': 129.0, '75': 210.0, '137': 102.0, '162': 104.0, '178': -39608.0}",SAO TOME AND PRINCIPE,ST
SAUDI ARABIA,"{'0': 481215.0, '16': 1277624.0, '37': 0, '61': 962432.0, '67': 164250.0, '94': 2502337.0, '95': 1709318.0, '97': 6075.0, '104': 240606.0, '112': 153988.0, '138': 267776.0, '141': 503404.0, '153': 1483737.0, '160': 644828.0, '179': -299268.0, '193': 529336.0, '194': 481215.0, '198': 823261.0, '225': 769945.0}",SAUDI ARABIA,SA
SENEGAL,"{'2': 4338.0, '21': 3740.0, '28': 670.0, '34': 1050.0, '37': 0, '39': 723.0, '55': 362.0, '72': 14357.0, '76': 5622.0, '78': 904.0, '79': 1845.0, '87': 53430.0, '88': 30550.0, '112': 1140.0, '114': 448.0, '123': 35360.0, '126': 46376.0, '136': 4268.0, '146': 1752.0, '147': 848.0, '168': 282.0, '179': 1476.0, '180': -693765.0, '183': 15453.0, '203': 1739.0, '208': 87.0, '216': 826.0}",SENEGAL,SN
SERBIA,"{'1': 475.0, '2': 52.0, '8': 48.0, '9': 159.0, '11': 686.0, '12': 7132.0, '18': 135.0, '19': 220.0, '26': 342526.0, '28': 85.0, '30': 1155.0, '35': 622.0, '37': 28, '43': 1796.0, '50': 288708.0, '51': 28.0, '53': 174.0, '54': 523.0, '56': 184.0, '61': 77.0, '71': 33.0, '72': 5490.0, '77': 47.0, '78': 16392.0, '79': 28.0, '81': 930.0, '92': 1833.0, '94': 299.0, '95': 31.0, '96': 65.0, '97': 177.0, '98': 51.0, '100': 109.0, '101': 1958.0, '103': 38.0, '104': 99.0, '105': 97.0, '108': 67.0, '112': 44.0, '115': 379.0, '117': 27.0, '118': 90.0, '124': 52.0, '129': 25.0, '131': 233.0, '134': 72596.0, '136': 32.0, '142': 764.0, '144': 23.0, '149': 47637.0, '151': 139.0, '155': 76.0, '159': 48.0, '160': 42.0, '161': 675.0, '162': 38.0, '166': 3675.0, '167': 2999.0, '181': -1003962.0, '186': 484.0, '187': 11139.0, '190': 142.0, '192': 159.0, '196': 1212.0, '197': 2910.0, '198': 123.0, '207': 39.0, '208': 394.0, '209': 28.0, '213': 1297.0, '214': 23.0, '215': 658.0, '216': 1309.0, '219': 80.0, '222': 36.0, '226': 56.0, '227': 27.0}",SERBIA,RS
SEYCHELLES,"{'11': 50.0, '16': 223.0, '19': 37.0, '37': 42, '43': 519.0, '51': 42.0, '72': 242.0, '78': 85.0, '94': 6628.0, '95': 143.0, '101': 123.0, '106': 415.0, '119': 816.0, '122': 37.0, '127': 564.0, '141': 177.0, '147': 137.0, '153': 23.0, '160': 718.0, '167': 97.0, '182': -29258.0, '189': 63.0, '190': 258.0, '192': 23.0, '193': 609.0, '201': 242.0, '212': 27.0, '215': 295.0}",SEYCHELLES,SC
SIERRA LEONE,"{'21': 101.0, '31': 8.0, '35': 16.0, '36': 88.0, '37': 0, '40': 0.0, '43': 187.0, '55': 0.0, '63': 0.0, '64': 0.0, '76': 524.0, '78': 32.0, '79': 939.0, '87': 36058.0, '88': 650.0, '94': 959.0, '97': 0.0, '103': 0.0, '106': 26.0, '112': 586.0, '114': 9097.0, '123': 262.0, '126': 89.0, '146': 47.0, '147': 2176.0, '153': 86.0, '167': 68.0, '168': 0.0, '180': 306.0, '183': -152486.0, '190': 77.0, '194': 7.0, '203': 22.0, '215': 141.0, '216': 152.0, '223': 0.0, '226': 17.0}",SIERRA LEONE,SL
SINGAPORE,"{'11': 10148.0, '16': 79857.0, '35': 4445.0, '37': 0, '43': 426434.0, '94': 144970.0, '95': 159685.0, '121': 1132924.0, '144': 3946.0, '153': 126848.0, '160': 14944.0, '184': -348464.0, '193': 10767.0, '201': 18253.0, '216': 16721.0}",SINGAPORE,SG
SINT MAARTEN (DUTCH PART),"{'6': 403.0, '7': 563.0, '10': 1358.0, '17': 76.0, '25': 173.0, '35': 39.0, '37': 20886, '43': 183.0, '44': 218.0, '51': 874.0, '52': 1504.0, '58': 1578.0, '59': 3762.0, '72': 93.0, '84': 2166.0, '89': 1907.0, '90': 2901.0, '94': 880.0, '95': 62.0, '102': 2496.0, '112': 338.0, '142': 770.0, '163': 25.0, '171': 1099.0, '172': 513.0, '175': 73.0, '195': 549.0, '206': 218.0, '215': 54.0, '216': 329.0, '217': 73.0, '222': 42.0}",SINT MAARTEN (DUTCH PART),SX
SLOVAKIA,"{'0': 194.0, '1': 133.0, '2': 125.0, '4': 0.0, '5': 25.0, '8': 90.0, '9': 169.0, '10': 1.0, '11': 419.0, '12': 4722.0, '13': 56.0, '15': 14.0, '16': 21.0, '17': 1.0, '18': 262.0, '19': 1029.0, '20': 2.0, '21': 10.0, '24': 16.0, '26': 463.0, '27': 2.0, '28': 171.0, '30': 2596.0, '31': 1.0, '32': 4.0, '33': 10.0, '34': 15.0, '35': 613.0, '37': 213, '38': 1.0, '39': 1.0, '40': 133.0, '42': 32.0, '43': 1256.0, '44': 69.0, '46': 23.0, '48': 16.0, '50': 1242.0, '51': 153.0, '53': 171.0, '54': 89560.0, '55': 8.0, '56': 326.0, '58': 2.0, '59': 26.0, '60': 48.0, '61': 260.0, '62': 1.0, '65': 69.0, '66': 0.0, '67': 39.0, '68': 0.0, '71': 208.0, '72': 3043.0, '74': 0.0, '76': 4.0, '77': 93.0, '78': 6202.0, '79': 27.0, '81': 649.0, '82': 2.0, '83': 1.0, '86': 5.0, '87': 6.0, '88': 1.0, '90': 4.0, '91': 4.0, '92': 16291.0, '93': 97.0, '94': 194.0, '95': 50.0, '96': 168.0, '97': 215.0, '98': 1494.0, '99': 3.0, '100': 242.0, '101': 3918.0, '102': 15.0, '103': 158.0, '104': 68.0, '105': 290.0, '106': 28.0, '107': 6.0, '108': 91.0, '109': 33.0, '110': 5.0, '111': 199.0, '112': 157.0, '113': 3.0, '114': 2.0, '115': 87.0, '116': 7.0, '117': 199.0, '118': 90.0, '119': 18.0, '120': 6.0, '121': 23.0, '122': 1.0, '124': 45.0, '127': 23.0, '129': 158.0, '131': 183.0, '132': 5.0, '133': 66.0, '134': 41.0, '136': 73.0, '137': 3.0, '138': 3.0, '139': 0.0, '141': 12.0, '142': 780.0, '144': 63.0, '145': 12.0, '146': 5.0, '147': 143.0, '149': 883.0, '151': 1097.0, '152': 4.0, '153': 122.0, '155': 54.0, '156': 14.0, '157': 2.0, '158': 7.0, '159': 76.0, '160': 63.0, '161': 7367.0, '162': 283.0, '164': 6.0, '166': 9763.0, '167': 3098.0, '168': 1.0, '170': 0.0, '171': 0.0, '172': 0.0, '176': 0.0, '177': 0.0, '178': 1.0, '179': 48.0, '180': 19.0, '181': 2463.0, '182': 6.0, '183': 1.0, '184': 20.0, '186': -419651.0, '187': 380.0, '188': 2.0, '189': 17.0, '190': 154.0, '192': 1304.0, '193': 24.0, '194': 18.0, '196': 342.0, '197': 1045.0, '198': 289.0, '199': 13.0, '200': 0.0, '201': 107.0, '203': 2.0, '206': 8.0, '207': 200.0, '208': 405.0, '209': 13.0, '211': 0.0, '212': 11.0, '213': 11582.0, '214': 127.0, '215': 9187.0, '216': 2646.0, '218': 18.0, '219': 59.0, '220': 0.0, '221': 2.0, '222': 25.0, '223': 2373.0, '225': 41.0, '226': 11.0, '227': 6.0}",SLOVAKIA,SK
SLOVENIA,"{'0': 36.0, '1': 146.0, '2': 40.0, '5': 2.0, '8': 435.0, '9': 17.0, '10': 0.0, '11': 372.0, '12': 2814.0, '13': 40.0, '14': 0.0, '16': 20.0, '17': 1.0, '18': 213.0, '19': 331.0, '20': 1.0, '21': 0.0, '22': 0.0, '24': 13.0, '26': 122235.0, '27': 1.0, '28': 199.0, '30': 1398.0, '31': 5.0, '32': 3.0, '33': 3.0, '34': 21.0, '35': 390.0, '36': 3.0, '37': 307, '39': 1.0, '40': 0.0, '42': 38.0, '43': 1113.0, '44': 68.0, '45': 0.0, '46': 3.0, '48': 5.0, '50': 46599.0, '51': 95.0, '53': 10.0, '54': 382.0, '55': 11.0, '56': 69.0, '58': 0.0, '59': 199.0, '60': 10.0, '61': 142.0, '62': 1.0, '64': 64.0, '65': 24.0, '67': 15.0, '70': 0.0, '71': 39.0, '72': 1182.0, '74': 0.0, '75': 0.0, '76': 19.0, '77': 31.0, '78': 7682.0, '79': 59.0, '81': 127.0, '86': 1.0, '87': 6.0, '88': 35.0, '89': 0.0, '90': 1.0, '91': 2.0, '92': 467.0, '93': 4.0, '94': 234.0, '95': 68.0, '96': 161.0, '97': 113.0, '98': 58.0, '100': 50.0, '101': 4511.0, '102': 6.0, '103': 98.0, '104': 67.0, '105': 207.0, '106': 35.0, '108': 12.0, '109': 19.0, '110': 2.0, '111': 64.0, '112': 26.0, '114': 12.0, '115': 56.0, '116': 6.0, '117': 46.0, '118': 39.0, '119': 22.0, '120': 2.0, '121': 13.0, '122': 3.0, '123': 6.0, '124': 7.0, '126': 0.0, '127': 5.0, '129': 94.0, '131': 394.0, '133': 5.0, '134': 3541.0, '135': 0.0, '136': 36.0, '137': 3.0, '138': 1.0, '139': 2.0, '141': 27.0, '142': 374.0, '144': 28.0, '145': 5.0, '146': 0.0, '147': 68.0, '149': 19133.0, '151': 30.0, '152': 0.0, '153': 42.0, '155': 5.0, '156': 1.0, '157': 2.0, '158': 3.0, '159': 61.0, '160': 181.0, '161': 399.0, '162': 64.0, '164': 1.0, '166': 442.0, '167': 3572.0, '168': 1.0, '177': 0.0, '178': 0.0, '179': 26.0, '180': 3.0, '181': 47393.0, '183': 4.0, '184': 7.0, '186': 577.0, '187': -160197.0, '188': 0.0, '189': 25.0, '190': 83.0, '192': 204.0, '193': 19.0, '194': 17.0, '195': 0.0, '196': 339.0, '197': 978.0, '198': 247.0, '199': 11.0, '200': 2.0, '201': 314.0, '203': 0.0, '206': 5.0, '207': 86.0, '208': 237.0, '209': 11.0, '212': 6.0, '213': 2806.0, '214': 21.0, '215': 740.0, '216': 866.0, '218': 13.0, '219': 78.0, '222': 90.0, '223': 24.0, '224': 0.0, '225': 14.0, '226': 6.0, '227': 18.0}",SLOVENIA,SI
SOLOMON ISLANDS,"{'11': 271.0, '37': 0, '43': 192.0, '70': 100.0, '95': 67.0, '103': 28.0, '107': 258.0, '121': 105.0, '143': 32.0, '144': 71.0, '157': 549.0, '160': 116.0, '188': -4270.0, '215': 38.0, '216': 28.0, '220': 64.0}",SOLOMON ISLANDS,SB
SOMALIA,"{'37': 0, '64': 36.0, '67': 21764.0, '189': -2034221.0, '225': 13285.0}",SOMALIA,SO
SOUTH AFRICA,"{'0': 111.0, '1': 195.0, '2': 537.0, '5': 47945.0, '8': 2854.0, '11': 5771.0, '12': 6495.0, '15': 197.0, '16': 15565.0, '17': 33.0, '18': 286.0, '19': 9577.0, '21': 231.0, '22': 70.0, '24': 195.0, '26': 243.0, '27': 50475.0, '28': 3535.0, '29': 24.0, '30': 4738.0, '32': 7894.0, '34': 2974.0, '35': 6859.0, '37': 2192, '39': 140.0, '42': 803.0, '43': 6914.0, '44': 714.0, '45': 234.0, '46': 23713.0, '50': 1205.0, '51': 1846.0, '53': 5918.0, '54': 2401.0, '55': 63892.0, '56': 3044.0, '61': 5564.0, '64': 688.0, '65': 172.0, '66': 45435.0, '67': 44181.0, '70': 53.0, '71': 780.0, '72': 9124.0, '75': 373.0, '78': 16595.0, '79': 8034.0, '80': 63.0, '81': 10878.0, '86': 106.0, '87': 91.0, '88': 33.0, '89': 67.0, '93': 34.0, '94': 29935.0, '95': 1465.0, '96': 847.0, '97': 197.0, '98': 14582.0, '100': 5382.0, '101': 28122.0, '102': 231.0, '103': 2106.0, '104': 67.0, '106': 19901.0, '108': 106.0, '109': 42.0, '110': 34.0, '111': 503.0, '112': 1114.0, '113': 192008.0, '114': 904.0, '115': 195.0, '117': 482.0, '118': 29.0, '119': 515.0, '120': 94119.0, '121': 1096.0, '122': 67.0, '123': 126.0, '124': 408.0, '127': 10243.0, '129': 343.0, '132': 29.0, '136': 1307.0, '137': 350463.0, '138': 258.0, '139': 36671.0, '140': 24.0, '141': 150.0, '142': 10186.0, '144': 3777.0, '145': 130.0, '146': 23.0, '147': 36210.0, '148': 23.0, '149': 143.0, '150': 29.0, '151': 1350.0, '152': 35.0, '153': 13325.0, '155': 114.0, '156': 68.0, '157': 68.0, '158': 140.0, '159': 243.0, '160': 1804.0, '161': 11900.0, '162': 11861.0, '165': 401.0, '166': 1948.0, '167': 4090.0, '168': 5690.0, '170': 269.0, '171': 29.0, '179': 744.0, '180': 3325.0, '181': 4670.0, '182': 804.0, '183': 595.0, '184': 1096.0, '186': 507.0, '189': 58491.0, '190': -914901.0, '192': 1767.0, '193': 1186.0, '194': 3651.0, '196': 287.0, '197': 2365.0, '198': 138.0, '200': 11544.0, '201': 1054.0, '206': 29.0, '207': 140.0, '208': 1359.0, '212': 5852.0, '213': 4588.0, '214': 214.0, '215': 67382.0, '216': 7429.0, '218': 135.0, '222': 359.0, '223': 192.0, '225': 96.0, '226': 22901.0, '227': 690243.0}",SOUTH AFRICA,ZA
SOUTH SUDAN,"{'37': 0, '39': 4690.0, '40': 5315.0, '55': 93982.0, '61': 5275.0, '64': 3402.0, '67': 13110.0, '94': 1449.0, '106': 9800.0, '115': 156.0, '123': 208.0, '147': 3626.0, '191': -2575870.0, '194': 587668.0, '212': 151003.0}",SOUTH SUDAN,SS
